call_id,is_machine,reason,user_excerpt,duration
290d7317-5d4c-4f3d-8b13-d269a4d61cb3,True,voicemail:'the person you are trying to reach is not available'~1.00,the person you are trying to reach is not available. at the turn? please record your message. when you have finished rec,17
46f0ce57-c1a7-466c-b5d2-b4c4916c30d3,False,no_match,"yes, hello google pay कर दे. क्या मेरे number पर google pay करते हैं?",43
71692c5c-702d-4a4d-811a-cff72643f425,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",16
c5f11ba9-52ac-4fca-8396-ac02cfd13353,True,voicemail:'voice mail'~1.00,"your call has been over your voice mail. the person you are trying to reach is not available. at the tone, please record",42
d6ffbae3-a91f-4877-b15c-e486aa3908dd,False,no_match,"yeah,",18
a8a8bb95-5664-4058-bd09-5c4c872df544,False,no_match,"no, you are not.",14
887d2152-1f67-40e7-bc60-ba7bc454c896,False,no_match,"hello? hello yes? yes, you are.",45
00f77f3c-b2bc-4b5c-a486-a168f9678444,True,voicemail:'voicemail'~1.00,"forward it to voicemail. the person you are trying to reach is not available. at the turn, please record your message. w",29
70aa0566-4f7e-4635-852f-34382f197de2,True,voicemail:'voice mail'~1.00,"forwarded to voice mail. the person you are trying to reach is not available. at the tone, please record your message. w",16
4d21ab42-22ef-4141-8ef3-9253c67a05bc,False,no_match,"hello, yeah. hello yeah, i would want to discuss a personalized plan. yeah, things don't work because i we can wait back",149
869cd5aa-2c5c-4fe8-a90b-a25ff5fc7efc,False,no_match,hello. yes.,16
fb922e20-2f5a-4989-a048-c5acc813dfd2,False,no_match,yes?,31
cef273e0-5f38-476b-9fd8-eec025f4e026,False,no_match,hello?,19
08c25619-4764-4f27-8e7c-bfc30a880b70,False,no_match,प्रिया उनको नहीं दिक्कत करो. yes? hello,19
c7e8bbb4-fc33-4957-bb31-57385258c33b,False,no_match,"yes? no. not interested. no, i don't want to continue with this.",47
9d4da91a-4a92-43c7-ae3c-354cd9a42eb2,False,no_match,"yes,",25
a1a6beca-5df5-4ab8-80ee-8d0fda1cae97,False,no_match,"yes,",24
a4cf738f-c0d7-4495-adf5-12d8c921530e,False,no_match,"yes, hello? hello",20
57770d4a-3bcb-4f38-b631-02391e8b5d5b,False,no_match,"yes, i haven't done any other programs. yes, yes, where do we take the blood test? परसों फिर हमारे tunnel hello. there i",341
f2eb5a38-aade-4080-b259-c7bd5bd5e14d,False,no_match,hello? yes,30
5cd5258f-c246-4841-a967-042a0f197d56,False,no_match,hello. hello,11
48b08b58-309f-4fd3-ba6f-d6e1e9f86c04,False,no_match,hello? yes?,19
5c876861-8a69-43de-bed1-7ee8f9bca1a1,True,voicemail:'voicemail'~1.00,"forwarded to voicemail. the person you are trying to reach is not available. at the tone, please record your message. wh",42
f2be8535-4c0d-41be-9c18-7cb074ab203d,False,no_match,yes.,19
2a2c85fc-4622-4fb3-90c6-c5127cc558cc,False,no_match,hello. hello हां जी.,18
70c0c4d8-1e47-49c0-875e-80fe38212d59,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone, please reco",17
3e17d56d-c2b0-43c0-b6cb-a29bbca685ff,False,no_match,"hello, this is",6
1460cb18-43ed-4950-b17d-1fc6855c2334,False,no_match,यह screen style में,20
f0cbf521-964f-483a-af36-b4cf5d81543c,True,voicemail:'voice mail'~1.00,"your call to voice mail. the person you are trying to reach is not available. at the tone, please record your message. w",28
54680458-5de0-4238-88e3-77364c19addd,False,no_match,"hello? yes, tell me",20
d62622c1-98c8-4aee-b45e-d6f48482773e,True,voicemail:'voicemail'~1.00,"your been forwarded to voicemail. the person you are trying to reach is not available. at the tone, please record your m",17
5132a9a0-93c5-4345-8306-c448675da1e4,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn? please reco,16
be3ee3ad-5085-4e8a-b3f7-1010e7105186,True,voicemail:'voice mail'~1.00,your call has been forwarded to voice mail. the person you are trying to reach is not available. at the tone. please rec,30
505d45ae-682f-41a1-8b10-d28967384938,True,voicemail:'voicemail'~1.00,a call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone please record y,42
39f198cb-925b-4c60-867f-d1e2bae3bfe4,True,voicemail:'voicemail'~1.00,"forward forwarded to voicemail. the person you are trying to reach is not available. at the turn, please record your mes",44
4e15bdac-4201-4434-a5c2-d6926970d915,False,no_match,"yes,",11
8c8bd466-b784-4ed8-bd6f-a7c6be1aae14,False,no_match,hello? yes. yes? hello i would like to reduce my,31
63ee3ab3-7c44-4ea3-97c5-de543c54ea80,False,no_match,"yes, hello i want to loose pencils. and i think there is the pest role health. yes. no, they did not work. yes. yes. i n",234
bb242b9b-dee9-4b2b-942a-25060a0be0b0,False,no_match,yes.,22
1a34be6d-d480-4173-b7c4-2a06b71a21e1,False,no_match,"hello. yes,",23
c88abeb1-c6a7-4067-8732-67877393e734,False,no_match,"yes,",28
e1fad4a4-bae3-4e48-ae14-c2cbe46b7cf5,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",17
84732e9a-5909-421c-a41b-67c6eeefdffc,True,voicemail:'voicemail'~1.00,"और हर भी. voicemail. the person you are trying to reach is not available. at the turn, please record your message. when ",16
3d76919e-9904-4952-b0b0-ff29a6d8c009,False,no_match,"क्या? hello? yes ma'am, angel मेरी job.",24
364db36f-38e4-4919-a83c-be41c6f18db7,False,no_match,"yes, हां जी.",44
48e48c0e-8419-4f2a-ae19-a5a58497e974,True,voicemail:'the person you are trying to reach is not available'~1.00,"the person you are trying to reach is not available. at the turn, please record your message. when you have finished rec",17
f71cba65-7a87-4957-a442-6d78a7075805,True,voicemail:'the person you are trying to reach is not available'~1.00,"the person you are trying to reach is not available. at the turn, please record your message. when you have finished rec",16
fe534ac3-c8b1-4436-9487-3731170d6104,False,no_match,yes?,22
9b9362ba-20b7-4db2-b15e-491be34f1663,False,no_match,"yes? हां, उमा कौन लौंडा?",37
8f5c8c2d-1786-4b4c-803c-2f07246eb3be,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",16
2d5b07dc-01fe-4af5-9e1a-4d4b31a2422a,False,no_match,"yes? seventy kg? yes, no no. no, yet i don't have, i don't have any session. yes please. in evening after five o'clock. ",197
0caad228-6e7b-4739-865e-3fc465d6f30b,True,voicemail:'voicemail'~1.00,your call is for voicemail. the person you are trying to reach is not available. at the tone. please record your message,28
aefaefb7-b785-4bca-b6ad-3de3570433c9,False,no_match,"hello. hello? please call me how it works? yes, not yet eight.",96
57cb2503-20fa-4014-a6dc-0f56ce1453ad,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. है ना?,10
e0b15347-50d3-4545-b5f0-5f59f222ec25,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone. please reco,11
ff83ea3b-5baa-4ad6-b045-c8617eb2ee3b,False,no_match,"hello? yes? yes, i'm still there, i'm driving. can i call you back? three thirty pm?",69
65c15296-c2cd-4f8c-8f3c-5bb1f8ba1ac0,False,no_match,who is this? no. later on ma'am. we will decide i am driving right now call later.,50
cf16c1dc-f074-4f8c-8e1b-af6b176da20c,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn? please reco,42
00fec783-ce3e-490d-91be-a9b100a5507f,False,no_match,hello,15
d05a0428-257b-40f8-b496-f9ae65f6afc9,False,no_match,hello?,15
879307f9-0b86-47eb-88e4-a76bd44de464,False,no_match,hello? hello. आज drive करीस खोल ली तो,35
42db1e2f-26a8-4d34-a334-98244483e20f,True,voicemail:'please record your message'~1.00,"the person you're trying to reach is not available. at the time please record your message. you have finished recording,",28
25dec026-6e0f-4a18-9d6a-5833ff3c4dfd,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn,",38
deed0017-daad-4ff9-b8de-e01c136c8cc1,True,voicemail:'voice mail'~1.00,"your call forwarded to voice mail. the person you are trying to reach is not available. at the tone, please record your ",41
42e73bdc-f4c2-47df-82cf-0a5d1ded5096,True,voicemail:'the person you are trying to reach is not available'~1.00,"your has been forwarded. the person you are trying to reach is not available at the tone, please record your message. wh",16
0cfd9789-cd43-49a1-9175-2cec92a42d1c,False,no_match,hello. yes?,10
b7de5501-80ca-456e-8424-25c63b3b493a,False,no_match,yes?,19
aa39944d-481a-4fa5-9572-9d23abd47791,True,voicemail:'voicemail'~1.00,call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone. please record yo,17
23446f91-4ab2-470c-b25d-c92b716dacd2,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. person you are trying to reach is not available. at the tone, please record y",43
92914ea9-c303-4f10-85dc-594563046c56,True,voicemail:'the person you are trying to reach is not available'~1.00,the person you are trying to reach is not available. at the please record your message when you have finish recording yo,41
f3fed721-421d-4e57-9ff0-c877d4393749,True,voicemail:'voicemail'~1.00,"your call has to voicemail. the person you are trying to reach is not available. at the tone, please record your message",42
77783a21-c810-4e3c-a20b-36b6c046fb37,False,no_match,"जी,",13
704c1de3-9977-4b1a-a36d-02615c842f7a,True,voicemail:'voicemail'~1.00,"your call to voicemail. the person you are trying to reach is not available. at the tone, please record your message. wh",41
b677e5a5-e3a4-4995-970d-252b2313d8f1,False,no_match,cotton में दे देना. hello? पर मेरी बोतल ना तैयार. hello? hello,18
f3482b2f-6939-4a92-a24b-5015ecd54369,True,voicemail:'the person you are trying to reach is not available'~1.00,the person you are trying to reach is not available. at the tone. please record your message. when you have finished rec,26
fe7a124c-d734-42a4-8e82-b3967344104e,False,no_match,"yes, how i get my simple blood test? in your plan? actually i am residing in manजल पटेल. first i will know the lab maybe",262
2bc1cc17-e3cb-409f-8264-ce6c887849cb,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not able to at the time please record y,17
b110b09b-cc16-4c6f-9bb7-18d33e8b2dd6,False,no_match,yes.,29
2cec8470-b223-4a3a-943c-312186e1f5ce,False,no_match,yes? hello currently i am not interested for the paid plans thank you. वह payment amount was little too high for online ,71
c8299268-a7b8-4ba8-bc87-30e052f54d49,False,no_match,please don't call me again.,8
316f72a0-58bc-4380-aac4-b7cbdf89ffe7,True,voicemail:'voicemail'~1.00,"your call is to voicemail. the person you are trying to reach is not available. at the tone, please record your message.",43
838a4d2a-b843-4b7c-a765-c6eb729e87a0,False,no_match,hello? yes? hello?,29
8d91025c-bd37-4f97-aa51-aa8f6cd1a071,False,no_match,"yes,",16
ec56de83-b888-41c0-91d1-0ec7f39df139,False,no_match,hello. yes.,20
3d58a76f-f7d5-422d-8a36-c8fbc11f52d7,True,voicemail:'voice mail'~1.00,"your call has been forwarded to voice mail. the person you are trying to reach is not available. at the tone, please rec",16
d1b51250-ed0f-45b0-9cfc-34cd449b970b,False,no_match,hello? yes?,20
598a708e-0aea-4ed8-8cbd-45f1c6bbe643,True,voicemail:'voicemail'~1.00,"is for voicemail. the person you trying to reach is not available. at the town, please record your message. when you hav",17
8ff6065e-bc53-41e1-a40a-8b7f1badf592,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",16
6f647316-757d-4518-9b73-2fd4c682b863,False,no_match,"hello. yes? hello, yes",24
ef87b20f-2198-47ef-b26d-e6089dcb74e7,True,voicemail:'the person you are trying to reach is not available'~1.00,"your call the person you are trying to reach is not available. at the turn, please record your message. when you have fi",16
e819f695-3950-4696-af61-299b93ce7294,False,no_match,hello? wrong number.,19
06e58be9-7a9b-40bb-9785-6b0ff1d6a46b,False,no_match,hello.,14
bdda355b-fc57-4d8f-8d4f-712a9a249873,False,no_match,बस?,21
889115f5-23bb-48b1-869f-3fc798dccb40,False,no_match,hello.,15
bfab6bce-2865-4eff-bd51-b4941ab98db0,False,no_match,"hello? hello. हां. english no, english.",55
610ea251-61be-4aa1-88c1-177ca79ccc6f,False,no_match,hello. yes? hello? so i have her issue i wanted more information on those as i saw on linkedin. but i didn't get it so i,75
e29c688c-e3f5-49bd-8780-d3a9e8667303,False,no_match,"yes? yes, yes, yes, yes? and no, i don't want side now. i am looking for gem test. no, i don't need it right now.",127
68533918-d620-43ba-bb3e-38a897226deb,False,no_match,yes? but i am not busy ना call me after selling थी.,16
06363024-3f90-477b-b273-c95611872441,False,no_match,hello? hello yes yeah प्रिया tell me गीतांजलि जीतू here.,24
9e5719b2-aa57-4548-a3f0-00d4398e7067,False,no_match,regarding?,25
ea765618-752c-47ef-be0c-5f3e8fb6d5c2,False,no_match,हां हां हां हैं ले बात बोलो. वही घुमा चुतुू लगाई ठंडी color तेल.,21
eafa9454-0f47-41f4-967f-7614739ce458,False,no_match,yes. yes. i wanted to talk to a doctor person. and i want a one to one consultation physically. not online. thank you. y,77
4beeeac5-70df-4e8b-8ba3-06f6873db8c0,False,no_match,hello? hello हां जी बोल रही हूं. hello? actually i have to seen this in on instagram but i am not understand what is the,79
1a8668c2-a5be-4a73-b922-8e8affe84bf0,False,no_match,yes?,15
40ad21bd-72e0-4317-81fe-6794d0420e87,False,no_match,"yes,",10
2a529490-2f3d-4614-a7eb-aaaa84e1b431,True,voicemail:'voice mail'~1.00,your call has been forwarded by voice mail. the person you are trying to reach is not available. at the tone. please rec,17
a0ef3bf9-d8f6-448a-adc1-be12dca5b10f,False,no_match,please call me later.,9
f959930a-1799-44ad-a65c-53b2f91d29d8,True,voicemail:'voicemail'~1.00,voicemail. the person you are trying to reach is not available. at the turn? please record your message. when you have f,16
386d11bb-30e8-4f00-a83b-796d1ed4e74a,False,no_match,yes? yes. i am currently busy. can you call me back at another time? tomorrow they ask. i can't be sure about the time y,68
4ba6c6de-781a-46e9-bce5-275ee74bcc4e,False,no_match,"hello. hello मैंने i not speak? i can't hear? hello, yes hello, can i, may i know who is calling?",31
9d1d8e3b-0459-416d-95f1-b1349ea1166c,False,no_match,"अच्छा yes,",12
0b0ebf50-8164-415a-83e8-d2fc4e3ad3c0,True,voicemail:'the person you are trying to reach is not available'~1.00,"the person you are trying to reach is not available. at the tone, please record your message. when you have finished rec",42
530e18cb-5e07-4774-86c9-a9bec5338a64,True,voicemail:'voice mail'~1.00,"your call has been forwarded to voice mail. the person you are trying to reach is not available. at the tone, please rec",41
154023f4-65fc-494d-be1a-c0c7b64a73e5,False,no_match,"hello are you a ai isn'tth or human being? i saw that i have on instagram. because they said it me याद लोग. रिया yeah, s",282
77dc85e2-a6b7-4de3-951b-c39424b8bc49,False,no_match,yes?,89
690c5c30-7f84-4b93-afd0-5b84f4334ee2,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn? please reco,18
221fad58-79f9-4879-a864-2d0341e35f29,False,no_match,yes.,16
b6939db3-3066-4571-8d29-684baef2a06e,False,no_match,hello? hello yes? get a human to call me up please. thank you.,34
7609be9f-17c8-4b89-86c5-ea5ff7510de7,True,voicemail:'the person you are trying to reach is not available'~1.00,"the person you are trying to reach is not available. at the tone, please record your message. you have finished recordin",18
7d86ad9d-787f-4ba2-bc88-2fc329b55339,False,no_match,yes? no.,9
0373e84d-132a-4c68-a238-ed36cfdce86d,False,no_match,"yes, later on and i will proceed it later on after ten days. ok. evening?",64
435dd781-70c3-47bc-952b-152f1a01526b,False,no_match,"hello. yeah, hi. yes and देवराज?",31
63e93286-695b-4e9e-aa0a-47132dcdeef2,False,no_match,अरे,31
e949c9b2-1268-4dbd-9fa9-f828ea08cb4f,True,voicemail:'voicemail'~1.00,"the call has been forwarded to voicemail. the person you are trying to reach is not available. at the town, please recor",41
714a2f0c-11b2-4247-a675-19828648735a,False,no_match,hello. yes who is this?,15
3b03638f-412e-4337-ace6-f1f7d15a066b,False,no_match,yeah? hello? hello,24
cfe3e6d6-96aa-48bc-8436-1ce72c189cf8,False,no_match,"hello. नीलम प्रिया hi your voice is breaking, i am not able to hear you.",16
2d0c3fa3-7b21-49c0-8c7f-20ae2a5e8574,True,voicemail:'voicemail'~1.00,your call help to voicemail. the person you are trying to reach is not available. at the tone please record your message,17
48c4946e-5c09-4826-b9be-aa6042ed5b3d,False,no_match,"hello. yes. hello? i was looking for the test only not the weight loss program. how can i just perform the test? yes, wi",163
f11bce96-e631-4b56-9ad7-5ff520ad1abc,False,no_match,"sare from where? yes, i want to start it a little later. because i am traveling right now.",40
fc37a3d5-b3ea-46e4-bd86-25687768f7c4,False,no_match,"yeah, correct. twenty kg? yes, yes, yes yes. challenges. explain. yes, already done, thank you.",192
d88cef20-6c81-4e04-b095-b5b42babe1f7,False,no_match,hello.,16
23cee1ae-b2fe-49fa-b9e1-0f5b1292337c,False,no_match,hello yes? hello? can you call me back in some time? thank you.,28
5fb9c0fe-d7f2-40c0-a11d-48ad3133f71d,False,no_match,hello. yes,19
34fabf2e-a4e1-4f3f-bebd-0f4ae323780e,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. person you are trying to reach is not available. at the turn? please record y,42
69380112-187b-4099-a98a-77a7e2ce1993,False,no_match,hello. yes.,26
99f4b57e-c66d-47db-8ad7-3c31fbcb5084,False,no_match,"yes? i have high weight. and i wanted to understand why it is happening. yes, yes. yes, they worked for me. i have lost ",239
6169a7d3-94d2-4980-8eb3-943c0da1a77c,True,voicemail:'the person you are trying to reach is not available'~1.00,"call has been the person you are trying to reach is not available. at the turn, please record your message. when you hav",16
a7456c77-91b6-4ddb-95b5-817652b1976b,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone. please reco,18
0d87980f-8b0d-4442-a834-b82113e7635f,False,no_match,"yes, hello? i'm not interested right now.",48
c92e0dbb-4ed9-4f43-84ac-b321084667a2,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",17
e80e0206-c14f-4cd6-a501-f22bf1ffbc70,True,voicemail:'voicemail'~1.00,"voicemail. the person you are trying to reach is not available. at the tone, please record your message. when you have f",24
23132828-ee74-4a3f-b248-1b3bd801ced8,False,no_match,the person you are speaking with has put your call on hold. please stay on the line.,19
00518dce-9775-4240-a3f4-872f31f5012e,False,no_match,hello yes?,23
f82edfb5-436d-49e0-baa3-b6c6bf022472,True,voicemail:'voicemail'~1.00,your call has forwarded to voicemail. the person you are trying to reach is not available. at the tone please record you,17
3b3a0a3a-87c6-4054-8566-52bb975b3ec1,True,voicemail:'the person you are trying to reach is not available'~1.00,the person you are trying to reach is not available at the tone please record your message. when you have finished recor,16
f1bb5322-223f-40b8-8745-84610eec800e,False,no_match,"yes, i wanted to, i wanted to know about the program, how what it is, how it is, i just wanted to know what is the whole",331
2c37e79e-cf4f-4a3a-a51d-36b4deacbac3,True,voicemail:'voicemail'~1.00,"voicemail. the person you are trying to reach is not available. at the turn, please record your message. when you have f",17
afda44da-7877-4d2c-9670-e22019569d8d,False,no_match,कौन बोल रहा है भाई? hello. कौन बोल रहा है भाई? कौन कौन? कहां से? यह क्या है भाई? भाई उसमें पैसे भरने थे खास क्या है? पैस,77
41934bb4-83ae-4768-83ef-1fff3184699f,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",17
7d770f11-9539-45ed-9470-93de03081739,True,voicemail:'voice mail'~1.00,"to voice mail. the person you are trying to reach is not available. at the tone, please record your message. when you ha",31
7d42a119-1453-4a37-a302-8442efa8229f,True,voicemail:'person you are trying to reach is not available'~1.00,"person you are trying to reach is not available. at the town, please record your message. you have finished recording, y",43
fab60098-50e3-42a5-8fac-54a17b7a32c8,False,no_match,"hello. yes फिर. hello? i'm not sure, i mean, i just need some time to think about it. so, let me just consult my doctor ",57
18130bf0-b56c-48dc-b124-a018c4b97953,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",17
1b0a8b9e-1ad2-4aba-9fa8-5e471d65a176,False,no_match,hello yes?,15
94ba764a-d760-4eed-8a19-357d8bb17395,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone. please reco,45
0da3fe07-617b-42f4-9179-f1c0b950b0e7,True,voicemail:'voice mail'~1.00,"voice mail. the person you are trying to reach is not available. at the tone, please record your message. you have finis",16
40dff67d-502c-41dc-b7db-d82a42670ed0,False,no_match,"hello? yeah. no, i was just going through all that things and i get present, i am not in a good help, so i am not able t",83
b8bb9d12-219c-4e5c-9806-7971e7b6333b,False,no_match,hello yes?,13
799eedd2-0d33-495f-9e8e-6ea9d78be284,False,no_match,yes?,14
ee4db3c0-3227-4810-91b8-f5a63a1e5b1e,False,no_match,hello?,14
239255f3-38aa-4846-8cac-eb3a0be547f1,True,voicemail:'voicemail'~1.00,"call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone, please record yo",40
1d9406c8-d238-4162-aa03-673f470ab5fb,True,voicemail:'voice mail'~1.00,"your calls are being forwarded to voice mail. the person you are trying to reach is not available. at the tone, please r",44
9fd90cff-52d8-417c-b71b-8a5957bc5376,False,no_match,"hello, hello",10
67a23fe7-5fbb-4d0b-851c-2488a1117578,False,no_match,"hello. interested ma'am, thank you sir.",10
41cdf253-8be0-4bc5-a95d-8026c6dc1a46,True,voicemail:'voicemail'~1.00,your call has been forwarded to voicemail. the person you are trying to reach is not available. at the tone. please reco,43
b5cc09b3-6f13-4aeb-b174-f1b624300898,True,voicemail:'please leave a message'~0.75,hello? t sur i am not prepared for this conversation right now. this is time for breakfast. so can we do this later plea,58
72179ceb-e418-4fc5-bc68-38f385b2706d,True,voicemail:'voicemail'~1.00,"your call has been forwarded to voicemail. the person you are trying to reach is not available. at the turn, please reco",41
14a940e6-6bac-4c97-80a0-be2720a8459b,False,no_match,"hello. yes? yes i want to lose thirty kg. yes, yes, yes i hope no, i understand that. क्या please tell me what is the pr",159
ef3ea2b7-e47f-4571-a967-3914629d8b71,False,no_match,yes?,18
763ebc80-7fc7-4da1-80d7-a88ffc609180,True,voicemail:'voice mail'~1.00,"your call has been forwarded to voice mail. the person you are trying to reach is not available. at the tone, please rec",41
fcf0cfda-c2ea-444e-aa85-12dfb87727a9,False,no_match,"हां जी. yes. hello? i want to lose weight around twenty kgs. yes, yes. let's not working. later later not today later. a",128
